Date,Open,High,Low,Close,Volume
2011-10-20,121.36,122.09,119.82,121.69,58232571.0
2011-10-21,123.07,124.12,122.72,123.91,54726464.0
2011-10-24,124.14,125.79,124.06,125.49,40550810.0
2011-10-25,124.93,124.94,122.78,123.08,55330266.0
2011-10-26,124.35,124.77,122.21,124.33,62984557.0
2011-10-27,127.7,129.41,126.61,127.43,84203637.0
2011-10-28,127.98,128.85,127.8,128.68,39809147.0
2011-10-31,127.23,127.26,125.32,125.45,43967241.0
2011-11-01,122.0,123.5,121.52,122.08,92917571.0
2011-11-02,123.88,124.4,122.8,123.99,53303725.0
2011-11-03,125.31,126.5,123.6,126.24,61861885.0
2011-11-04,125.23,125.69,124.02,125.45,44477724.0
2011-11-07,125.43,126.39,124.21,126.28,40221254.0
2011-11-08,126.93,128.02,125.71,127.86,45497628.0
2011-11-09,124.91,125.46,122.87,123.19,71335815.0
2011-11-10,124.8,124.93,123.02,124.32,45816627.0
2011-11-11,125.86,126.99,125.8,126.62,36249442.0
2011-11-14,126.21,126.35,124.92,125.46,29118865.0
2011-11-15,125.12,126.75,124.72,126.12,36056725.0
2011-11-16,124.81,126.33,123.9,124.05,49588936.0
2011-11-17,123.84,124.15,121.24,122.18,63908830.0
2011-11-18,122.46,122.75,121.47,121.99,44737467.0
2011-11-21,120.21,120.34,118.66,119.62,43463571.0
2011-11-22,119.39,120.1,118.53,119.19,43397130.0
2011-11-23,,,,116.56,0.0
2011-11-25,116.38,117.7,116.2,116.2,21312446.0
2011-11-28,119.53,120.18,118.82,119.7,42828544.0
2011-11-29,120.09,121.0,119.61,120.08,41177514.0
2011-11-30,123.5,125.22,123.22,125.11,61994264.0
2011-12-01,124.85,125.64,124.43,124.98,33494814.0
2011-12-02,126.14,126.5,124.78,124.86,47029127.0
2011-12-05,126.8,127.18,125.45,126.21,48955606.0
2011-12-06,126.17,127.11,125.76,126.26,27218979.0
2011-12-07,125.84,127.26,124.97,126.75,47462667.0
2011-12-08,125.88,126.18,123.65,123.98,51039070.0
2011-12-09,124.52,126.37,124.41,126.03,37323724.0
2011-12-12,124.91,124.97,123.18,124.24,40152712.0
2011-12-13,124.9,125.57,122.45,123.11,45766318.0
2011-12-14,122.59,123.03,121.47,121.71,45840916.0
2011-12-15,123.12,123.19,121.99,122.15,34056875.0
2011-12-16,122.21,122.94,121.3,121.57,43484888.0
2011-12-19,122.06,122.32,120.03,120.32,39577182.0
2011-12-20,122.23,124.13,122.19,123.88,35741385.0
2011-12-21,123.94,124.36,122.75,124.17,33792020.0
2011-12-22,124.64,125.39,124.36,125.33,22327643.0
2011-12-23,,,,126.39,0.0
2011-12-27,126.15,126.82,126.06,126.49,19008321.0
2011-12-28,126.53,126.53,124.73,124.92,30203033.0
2011-12-29,125.21,126.25,125.18,126.1,25251416.0
2011-12-30,,,,125.5,0.0
2012-01-03,127.75,128.38,127.44,127.49,38379801.0
2012-01-04,127.18,127.81,126.72,127.63,23665645.0
2012-01-05,127.01,128.23,126.43,128.1,36485767.0
2012-01-06,128.22,128.22,127.29,127.82,29421959.0
2012-01-09,128.04,128.18,127.41,127.99,21150934.0
2012-01-10,129.37,129.65,128.95,129.13,22465952.0
2012-01-11,128.75,129.37,128.52,129.25,22722523.0
2012-01-12,129.54,129.7,128.54,129.51,24534387.0
2012-01-13,,,,129.01,0.0
2012-01-17,130.1,130.32,129.06,129.31,27054142.0
2012-01-18,129.35,130.84,129.08,130.8,33849548.0
2012-01-19,131.24,131.57,130.8,131.48,27306784.0
2012-01-20,131.23,131.95,130.92,131.95,33001013.0
2012-01-23,131.5,132.25,130.98,131.58,26266200.0
2012-01-24,130.77,131.5,130.6,131.46,21699820.0
2012-01-25,131.24,132.87,130.75,132.57,35297847.0
2012-01-26,133.15,133.39,131.37,131.9,33989406.0
2012-01-27,131.15,132.05,131.15,131.73,30387256.0
2012-01-30,130.5,131.44,130.06,131.38,29046766.0
2012-01-31,132.02,132.18,130.68,131.21,31281903.0
2012-02-01,132.31,133.13,132.13,132.47,29482697.0
2012-02-03,134.03,134.62,133.78,134.57,38609038.0
2012-02-06,133.99,134.5,133.83,134.46,18115703.0
2012-02-07,134.2,135.02,133.64,134.79,23369501.0
2012-02-08,134.88,135.22,134.31,135.19,22946408.0
2012-02-09,135.39,135.58,134.57,135.34,26341805.0
2012-02-10,134.14,134.47,133.84,134.43,33937762.0
2012-02-13,135.29,135.52,134.75,135.36,20073035.0
2012-02-14,134.99,135.27,134.26,135.19,34055136.0
2012-02-15,135.64,135.83,134.29,134.54,40981041.0
2012-02-16,134.56,136.17,134.34,136.04,34554564.0
2012-02-17,136.52,136.57,135.97,136.41,24787990.0
2012-02-21,136.75,137.05,136.05,136.46,27823950.0
2012-02-22,136.2,136.55,135.8,136.02,22792730.0
2012-02-23,135.95,136.73,135.5,136.61,28314475.0
2012-02-24,136.95,137.2,136.64,136.93,19761191.0
2012-02-27,136.04,137.53,135.8,137.16,28201726.0
2012-02-28,137.19,137.65,136.93,137.56,27234370.0
2012-02-29,137.73,138.19,136.73,136.87,37831484.0
2012-03-01,137.32,137.99,137.12,137.77,27315142.0
2012-03-02,137.63,137.82,137.0,137.32,18641857.0
2012-03-05,137.05,137.19,136.29,136.75,29631897.0
2012-03-06,135.29,135.43,134.36,134.67,38700523.0
2012-03-07,135.06,135.91,134.93,135.69,28884438.0
2012-03-08,136.5,137.32,136.24,137.02,24212228.0
2012-03-09,137.36,137.93,137.13,137.57,23345469.0
2012-03-12,137.56,137.76,137.09,137.58,19686388.0
2012-03-13,138.38,140.12,138.09,140.06,35995873.0
2012-03-14,140.07,140.44,139.48,139.91,25253574.0
2012-03-15,140.12,140.78,139.76,140.72,29861808.0
2012-03-16,140.32,140.48,140.01,140.27,26662498.0
2012-03-19,140.2,141.28,140.11,140.88,21437422.0
2012-03-20,140.05,140.61,139.64,140.41,21356955.0
2012-03-21,140.46,140.65,139.92,140.16,20762910.0
2012-03-22,139.17,139.55,138.74,139.16,24811911.0
2012-03-23,139.37,139.81,138.55,139.69,24302310.0
2012-03-26,140.62,141.61,140.6,141.61,21423562.0
2012-03-27,141.74,141.83,141.08,141.13,23259684.0
2012-03-28,141.09,141.32,139.64,140.43,33007360.0
2012-03-29,139.62,140.42,139.09,140.22,31325903.0
2012-03-30,140.91,141.05,140.06,140.72,25331338.0
2012-04-02,140.64,142.21,140.37,141.79,26897090.0
2012-04-03,141.6,141.87,140.43,141.26,25222416.0
2012-04-04,140.17,140.33,139.35,139.84,28333540.0
2012-04-05,139.4,140.2,139.26,139.78,31771438.0
2012-04-09,137.94,138.78,137.84,138.23,26399657.0
2012-04-10,137.94,138.34,135.77,135.84,46730989.0
2012-04-11,137.33,137.54,136.75,136.9,27795033.0
2012-04-12,137.13,138.9,137.03,138.85,31448270.0
2012-04-13,138.46,138.48,137.01,137.13,35521360.0
2012-04-16,137.83,138.04,136.58,136.93,30917026.0
2012-04-17,137.86,139.36,137.7,139.09,28609152.0
2012-04-18,138.49,139.08,138.38,138.59,22762172.0
2012-04-19,138.6,139.14,137.07,137.75,40417422.0
2012-04-20,138.24,138.83,137.89,137.95,24761330.0
2012-04-23,136.55,136.91,135.94,136.79,34608573.0
2012-04-24,136.87,137.65,136.8,137.31,31526611.0
2012-04-25,138.56,139.24,138.53,139.24,30557059.0
2012-04-26,138.91,140.32,138.81,140.17,30538890.0
2012-04-27,140.56,140.78,139.8,140.42,25113818.0
2012-04-30,140.13,140.21,139.5,139.77,27379648.0
2012-05-01,139.81,141.66,139.63,140.74,24252370.0
2012-05-02,139.93,140.46,139.47,140.28,26238380.0
2012-05-03,140.4,140.45,139.0,139.25,29832558.0
2012-05-04,138.52,138.66,136.92,136.96,34277304.0
2012-05-07,136.48,137.55,136.46,137.1,25327785.0
2012-05-08,136.31,136.77,134.93,136.5,37323139.0
2012-05-09,135.1,136.61,134.49,135.74,42745341.0
2012-05-10,136.75,136.85,135.71,135.95,30797868.0
2012-05-11,135.16,136.86,135.11,135.56,32950628.0
2012-05-14,134.32,135.03,133.91,134.13,30792744.0
2012-05-15,134.05,134.8,133.13,133.35,37874871.0
2012-05-16,133.92,134.54,132.81,132.88,41923924.0
2012-05-17,132.88,133.02,130.81,130.87,44247336.0
2012-05-18,131.4,131.6,129.56,129.74,56712718.0
2012-05-21,130.14,132.02,129.95,132.02,37132290.0
2012-05-22,132.34,133.23,131.35,132.2,33133055.0
2012-05-23,131.26,132.46,129.99,132.27,38850121.0
2012-05-24,132.67,132.84,131.42,132.53,31309748.0
2012-05-25,132.48,132.85,131.78,132.1,28450945.0
2012-05-29,133.16,133.92,132.75,133.7,32727593.0
2012-05-30,132.59,132.62,131.49,131.73,34242987.0
2012-05-31,131.71,132.45,130.34,131.49,38875284.0
2012-06-01,129.41,129.85,128.16,128.16,52417135.0
2012-06-04,128.44,128.74,127.14,128.1,45803224.0
2012-06-05,127.88,129.26,127.79,129.03,30729646.0
2012-06-06,129.98,132.03,129.93,132.02,36871391.0
2012-06-07,133.49,133.53,131.79,132.05,37602721.0
2012-06-08,131.72,133.12,131.29,133.12,28716688.0
2012-06-11,134.19,134.25,131.28,131.45,34625482.0
2012-06-12,131.8,133.01,131.16,133.01,33235935.0
2012-06-13,132.5,133.36,131.62,132.1,30275262.0
2012-06-14,132.38,134.0,131.99,133.57,40630557.0
2012-06-15,,,,133.57,0.0
2012-06-18,133.59,134.73,133.28,134.43,29353246.0
2012-06-19,135.13,136.24,134.93,135.69,25030313.0
2012-06-20,135.76,136.09,134.27,135.44,36916171.0
2012-06-21,135.67,135.78,132.33,132.44,42681082.0
2012-06-22,133.11,133.71,132.63,133.42,28425586.0
2012-06-25,132.1,132.1,130.85,131.26,31219502.0
2012-06-26,131.69,132.38,130.94,132.0,27578814.0
2012-06-27,132.4,133.43,132.32,133.17,21385160.0
2012-06-28,132.32,132.99,131.29,132.79,33955169.0
2012-06-29,135.24,136.27,134.85,136.27,42575829.0
2012-07-02,136.53,136.65,135.53,136.46,27290924.0
2012-07-03,136.51,137.5,136.34,137.47,14837685.0
2012-07-05,136.93,137.4,136.29,136.84,23446764.0
2012-07-06,135.56,135.77,134.86,135.59,30405365.0
2012-07-09,135.41,135.57,134.7,135.32,19705864.0
2012-07-10,136.08,136.23,133.68,134.14,30450240.0
2012-07-11,134.23,134.6,133.38,134.16,27385094.0
2012-07-12,133.39,134.1,132.6,133.51,29715598.0
2012-07-13,133.88,135.89,133.84,135.75,27430911.0
2012-07-16,135.42,135.83,134.9,135.39,18594978.0
2012-07-17,136.01,136.63,134.56,136.36,28547712.0
2012-07-18,136.02,137.64,135.96,137.41,24065894.0
2012-07-19,137.63,138.18,137.21,137.74,25829058.0
2012-07-20,136.98,137.16,136.32,136.47,27973940.0
2012-07-23,134.45,135.46,133.85,135.09,30475138.0
2012-07-24,135.2,135.24,133.04,134.03,37032442.0
2012-07-25,134.26,134.56,133.26,133.95,27767098.0
2012-07-26,135.91,136.46,135.26,136.17,33011129.0
2012-07-27,136.91,139.07,136.66,138.8,46734581.0
2012-07-30,138.57,139.33,138.27,138.68,20502889.0
2012-07-31,138.51,138.87,137.71,137.71,22563632.0
2012-08-01,138.72,138.72,137.4,137.59,28345389.0
2012-08-02,136.54,137.57,135.59,136.64,40290603.0
2012-08-03,138.6,139.63,138.5,139.39,33466049.0
2012-08-06,139.7,140.16,139.56,139.62,20989925.0
2012-08-07,140.2,140.91,140.15,140.32,19032269.0
2012-08-08,139.82,140.64,139.81,140.49,16627597.0
2012-08-09,140.3,140.88,140.15,140.63,16488684.0
2012-08-10,140.07,140.89,139.81,140.84,18724574.0
2012-08-13,140.6,140.84,140.04,140.77,18456912.0
2012-08-14,141.28,141.38,140.37,140.79,19130889.0
2012-08-15,140.64,141.19,140.55,140.95,14261624.0
2012-08-16,141.09,142.16,140.8,142.01,21476293.0
2012-08-17,142.25,142.3,141.86,142.22,19903962.0
2012-08-20,142.01,142.22,141.6,142.22,13712093.0
2012-08-21,142.52,143.09,141.46,141.76,17889256.0
2012-08-22,141.38,142.05,141.08,141.82,19786628.0
2012-08-23,141.45,141.48,140.44,140.68,24270285.0
2012-08-24,140.3,141.8,140.22,141.52,21488373.0
2012-08-27,141.9,142.07,141.34,141.54,13317716.0
2012-08-28,141.17,141.84,140.97,141.4,12807197.0
2012-08-29,141.48,141.89,141.12,141.51,12048491.0
2012-08-30,140.9,140.94,140.19,140.49,17392005.0
2012-08-31,141.32,141.82,140.36,141.24,32923699.0
2012-09-04,141.09,141.46,140.14,140.87,21273003.0
2012-09-05,141.1,141.47,140.63,140.94,21413618.0
2012-09-06,141.79,143.78,141.77,143.78,34287061.0
2012-09-07,144.02,144.39,143.89,144.39,25282560.0
2012-09-10,144.21,144.44,143.46,143.51,19563356.0
2012-09-11,143.63,144.37,143.56,143.89,17302539.0
2012-09-12,144.38,144.55,143.9,144.39,17572275.0
2012-09-13,144.33,147.04,144.15,146.7,39991495.0
2012-09-14,146.89,148.11,146.76,147.24,37078709.0
2012-09-17,146.95,147.19,146.37,146.74,24098639.0
2012-09-18,146.53,146.81,146.25,146.62,16377063.0
2012-09-19,146.76,147.17,146.42,146.74,19513664.0
2012-09-20,146.0,146.79,145.63,146.75,28342817.0
2012-09-21,146.64,146.67,145.81,145.89,22032830.0
2012-09-24,145.16,145.97,145.05,145.59,19559889.0
2012-09-25,145.96,146.24,144.06,144.19,28615848.0
2012-09-26,144.11,144.11,142.96,143.29,24683682.0
2012-09-27,143.88,144.96,143.51,144.72,23886298.0
2012-09-28,144.01,144.55,143.46,143.93,33208164.0
2012-10-01,144.5,145.69,144.02,144.24,26827626.0
2012-10-02,144.9,145.15,143.83,144.5,21427702.0
2012-10-03,144.88,145.43,144.13,145.07,27087142.0
2012-10-04,145.63,146.34,145.45,146.27,25849467.0
2012-10-05,146.92,147.15,145.7,146.13,31081729.0
2012-10-08,145.58,145.88,145.32,145.66,15184531.0
2012-10-09,145.52,145.65,144.15,144.25,25467324.0
2012-10-10,144.2,144.32,143.09,143.28,25112154.0
2012-10-11,144.28,144.49,143.36,143.36,24517734.0
2012-10-12,143.44,143.94,142.58,142.84,26653928.0
2012-10-15,143.23,144.22,142.78,144.01,28252267.0
2012-10-16,144.76,145.64,144.66,145.58,21788627.0
2012-10-17,145.63,146.32,145.42,146.16,30726022.0
2012-10-18,145.85,146.52,145.33,145.86,30400818.0
2012-10-19,145.5,145.53,143.06,143.3,40060523.0
2012-10-22,143.2,143.67,142.28,143.41,30707606.0
2012-10-23,141.88,142.05,140.83,141.35,38390439.0
2012-10-24,141.94,142.1,140.8,141.05,26051415.0
2012-10-25,142.07,142.27,140.58,141.43,31793925.0
2012-10-26,141.32,141.84,140.4,141.35,30288899.0
2012-10-31,141.84,142.03,140.68,141.18,30514720.0
2012-11-01,141.66,143.0,141.52,142.91,23044145.0
2012-11-02,143.72,143.72,141.42,141.56,30831270.0
2012-11-05,141.37,142.17,140.93,141.9,23758808.0
2012-11-06,142.27,143.52,142.14,142.93,23153685.0
2012-11-07,141.65,141.67,139.07,139.78,58547682.0
2012-11-08,139.72,140.41,137.93,137.95,40343790.0
2012-11-09,137.61,139.44,137.56,138.16,48125825.0
2012-11-12,138.55,138.8,137.97,138.24,20138213.0
2012-11-13,137.52,139.25,137.37,137.8,27218569.0
2012-11-14,138.21,138.43,135.62,135.98,41220444.0
2012-11-15,135.95,136.49,135.18,135.7,41608809.0
2012-11-16,135.92,136.64,134.7,136.35,53687242.0
2012-11-19,137.92,139.15,137.82,139.15,30135006.0
2012-11-20,138.89,139.41,138.08,139.28,27546707.0
2012-11-21,139.31,139.57,139.03,139.45,81710736.0
2012-11-23,140.13,141.4,140.04,141.35,65409145.0
2012-11-26,140.65,141.36,140.19,141.05,100124325.0
2012-11-27,140.91,141.39,140.24,140.33,128646177.0
2012-11-28,139.76,141.54,139.0,141.46,177086443.0
2012-11-29,141.99,142.51,141.37,142.12,151085880.0
2012-11-30,142.14,142.42,141.66,142.16,136568288.0
2012-12-03,142.8,142.92,141.34,141.45,124656283.0
2012-12-04,141.44,141.87,140.87,141.25,127622507.0
2012-12-05,141.37,142.16,140.37,141.5,147300444.0
2012-12-06,141.37,142.04,141.16,141.98,103220533.0
2012-12-07,142.53,142.69,141.67,142.42,108726325.0
2012-12-10,142.21,142.81,142.15,142.47,98840667.0
2012-12-11,143.06,144.11,142.99,143.44,152570378.0
2012-12-12,144.0,144.55,143.31,143.51,145880026.0
2012-12-13,143.42,143.83,142.28,142.63,135714940.0
2012-12-14,142.32,142.58,141.88,142.11,137701692.0
2012-12-17,142.47,143.85,142.43,143.77,143735755.0
2012-12-18,144.0,145.5,143.79,145.37,177762727.0
2012-12-19,145.53,145.58,144.24,144.29,150895322.0
2012-12-20,144.38,145.14,143.98,145.12,168486930.0
2012-12-21,142.17,144.09,141.94,142.79,245883785.0
2012-12-24,142.48,142.56,142.19,142.35,53874548.0
2012-12-26,142.64,142.71,141.35,141.75,106947663.0
2012-12-27,141.79,142.08,139.92,141.56,167920546.0
2012-12-28,140.64,141.42,139.87,140.03,148806608.0
2012-12-31,139.66,142.56,139.54,142.41,243952162.0
2013-01-02,145.11,146.15,144.73,146.06,192058911.0
2013-01-03,145.99,146.37,145.34,145.73,144761781.0
2013-01-04,145.97,146.61,145.67,146.37,116817675.0
2013-01-07,145.85,146.44,145.43,145.97,110002444.0
2013-01-08,145.71,145.91,144.98,145.55,121265078.0
2013-01-09,145.87,146.32,145.64,145.92,90745581.0
2013-01-10,146.73,147.09,145.97,147.08,130735372.0
2013-01-11,147.04,147.15,146.61,147.07,113917286.0
2013-01-14,146.89,147.07,146.43,146.97,89567104.0
2013-01-15,146.29,147.21,146.2,147.07,93172559.0
2013-01-16,146.77,147.28,146.61,147.05,104849487.0
2013-01-17,147.7,148.42,147.14,148.0,133833420.0
2013-01-18,147.97,148.49,147.43,148.33,169905915.0
2013-01-22,148.33,149.13,147.98,149.13,111797291.0
2013-01-23,149.13,149.5,148.86,149.37,104596066.0
2013-01-24,149.15,150.14,149.01,149.41,146426315.0
2013-01-25,149.88,150.25,149.37,150.25,147216088.0
2013-01-28,150.29,150.33,149.51,150.07,113357611.0
2013-01-29,149.77,150.85,149.67,150.66,105694364.0
2013-01-30,150.64,150.94,149.93,150.07,137447625.0
2013-01-31,149.89,150.38,149.6,149.7,108975801.0
2013-02-01,150.65,151.42,150.39,151.24,131172997.0
2013-02-04,150.32,151.27,149.43,149.54,159073559.0
2013-02-05,150.35,151.48,150.29,151.05,113912334.0
2013-02-06,150.52,151.26,150.41,151.16,138762719.0
2013-02-07,151.2,151.35,149.86,150.96,162489974.0
2013-02-08,151.22,151.89,151.22,151.8,103133681.0
2013-02-11,151.74,151.9,151.39,151.77,73774925.0
2013-02-12,151.78,152.3,151.61,152.02,65392613.0
2013-02-13,152.33,152.61,151.72,152.15,82322561.0
2013-02-14,151.69,152.47,151.52,152.29,80834206.0
2013-02-15,152.43,152.59,151.55,152.11,215226408.0
2013-02-19,152.37,153.28,152.16,153.25,95105396.0
2013-02-20,153.14,153.19,151.26,151.34,160574782.0
2013-02-21,150.96,151.42,149.94,150.42,183256921.0
2013-02-22,151.15,151.89,150.49,151.89,106356525.0
2013-02-25,152.63,152.86,149.0,149.0,245824757.0
2013-02-26,149.72,150.2,148.73,150.02,186596178.0
2013-02-27,149.89,152.33,149.76,151.91,150781872.0
2013-02-28,151.9,152.87,151.41,151.61,126865910.0
2013-03-01,151.09,152.34,150.41,152.11,170634729.0
2013-03-04,151.76,152.92,151.52,152.92,99010157.0
2013-03-05,153.66,154.7,153.64,154.29,121663035.0
2013-03-06,154.84,154.92,154.16,154.5,94469849.0
2013-03-07,154.7,154.98,154.52,154.78,86101309.0
2013-03-08,155.46,155.65,154.66,155.44,123487628.0
2013-03-11,155.32,156.04,155.13,156.03,83746703.0
2013-03-12,155.92,156.1,155.21,155.68,105755706.0
2013-03-13,155.76,156.12,155.23,155.9,92550856.0
2013-03-14,156.31,156.8,155.91,156.73,126329853.0
2013-03-15,155.85,156.04,155.31,155.83,138601089.0
2013-03-18,154.34,155.64,154.2,154.97,126704266.0
2013-03-19,155.3,155.51,153.59,154.61,167567263.0
2013-03-20,155.52,155.95,155.26,155.69,113759222.0
2013-03-21,154.76,155.64,154.1,154.36,128604916.0
2013-03-22,154.85,155.6,154.73,155.6,111163530.0
2013-03-25,156.01,156.27,154.35,154.95,151322280.0
2013-03-26,155.59,156.23,155.42,156.19,86856545.0
2013-03-27,155.26,156.24,155.0,156.19,99950532.0
2013-03-28,156.09,156.85,155.75,156.67,102932783.0
2013-04-01,156.59,156.91,155.67,156.05,99194043.0
2013-04-02,156.61,157.21,156.37,156.82,101504286.0
2013-04-03,156.91,157.03,154.82,155.23,154167332.0
2013-04-04,155.43,156.17,155.09,155.86,131884920.0
2013-04-05,153.95,155.35,153.77,155.16,159665917.0
2013-04-08,155.16,156.22,154.75,156.21,86571104.0
2013-04-09,156.5,157.32,155.98,156.75,101922102.0
2013-04-10,157.17,158.87,157.13,158.67,135711015.0
2013-04-11,158.7,159.71,158.54,159.19,110142479.0
2013-04-12,158.68,159.04,157.92,158.8,116359817.0
2013-04-15,158.0,158.13,155.1,155.12,217258928.0
2013-04-16,156.29,157.49,155.91,157.41,147507796.0
2013-04-17,156.29,156.32,154.28,155.11,226834743.0
2013-04-18,155.37,155.41,153.55,154.14,167583106.0
2013-04-19,154.5,155.55,154.12,155.48,149687552.0
2013-04-22,155.78,156.54,154.75,156.17,106553422.0
2013-04-23,156.95,157.93,156.17,157.78,166141269.0
2013-04-24,157.83,158.3,157.54,157.88,96781189.0
2013-04-25,158.34,159.27,158.1,158.52,131060567.0
2013-04-26,158.33,158.6,157.73,158.24,95918776.0
2013-04-29,158.67,159.65,158.42,159.3,88572702.0
2013-04-30,159.27,159.72,158.61,159.68,116010614.0
2013-05-01,159.33,159.41,158.1,158.28,138874120.0
2013-05-02,158.68,159.89,158.53,159.75,96407564.0
2013-05-03,161.14,161.88,159.78,161.37,144202220.0
2013-05-06,161.49,162.01,161.42,161.78,66882091.0
2013-05-07,162.13,162.65,161.67,162.6,90359178.0
2013-05-08,162.42,163.39,162.33,163.34,97419172.0
2013-05-09,163.27,163.7,162.47,162.88,106738550.0
2013-05-10,162.99,163.55,162.51,163.41,103202902.0
2013-05-13,163.2,163.81,162.82,163.54,81843160.0
2013-05-14,163.67,165.35,163.67,165.23,119000837.0
2013-05-15,164.96,166.45,164.91,166.12,120718433.0
2013-05-16,165.78,166.36,165.09,165.34,109913544.0
2013-05-17,165.95,167.04,165.73,166.94,129801000.0
2013-05-20,166.78,167.58,166.61,166.93,85071182.0
2013-05-21,167.08,167.8,166.5,167.17,95804190.0
2013-05-22,167.34,169.07,165.17,165.93,244031724.0
2013-05-23,164.16,165.91,163.94,165.45,211064320.0
2013-05-24,164.47,165.38,163.98,165.31,151573867.0
2013-05-28,167.04,167.78,165.81,166.3,143679738.0
2013-05-29,165.42,165.8,164.34,165.22,160363334.0
2013-05-30,165.35,166.59,165.22,165.83,107793730.0
2013-05-31,165.37,166.31,163.13,163.44,176850020.0
2013-06-03,163.83,164.46,162.66,164.35,168390676.0
2013-06-04,164.44,165.1,162.73,163.56,157631425.0
2013-06-05,163.09,163.42,161.13,161.27,211737712.0
2013-06-06,161.2,162.74,160.25,162.73,200225418.0
2013-06-07,163.85,164.95,163.14,164.8,188337725.0
2013-06-10,165.31,165.4,164.37,164.8,105667060.0
2013-06-11,163.3,164.54,162.74,163.1,158470476.0
2013-06-12,164.22,164.39,161.6,161.75,177363530.0
2013-06-13,161.66,164.5,161.3,164.21,163587777.0
2013-06-14,164.03,164.67,162.91,163.18,138337031.0
2013-06-17,164.29,165.22,163.22,164.44,136295578.0
2013-06-18,164.53,165.99,164.52,165.74,114695519.0
2013-06-19,165.6,165.89,163.38,163.45,206149463.0
2013-06-20,161.86,163.47,158.98,159.4,321255850.0
2013-06-21,159.64,159.76,157.47,159.07,271932960.0
2013-06-24,157.41,158.43,155.73,157.06,222334758.0
2013-06-25,158.48,160.1,157.42,158.58,162262138.0
2013-06-26,159.87,160.5,159.25,160.14,134847909.0
2013-06-27,161.1,161.82,160.95,161.08,129483673.0
2013-06-28,160.63,161.4,159.86,160.42,160402823.0
2013-07-01,161.26,162.48,161.08,161.36,131954792.0
2013-07-02,161.12,162.3,160.5,161.21,154863617.0
2013-07-03,160.48,161.77,160.22,161.28,75216341.0
2013-07-05,162.47,163.08,161.3,163.02,122416847.0
2013-07-08,163.86,164.39,163.08,163.94,108092440.0
2013-07-09,164.98,165.33,164.27,165.13,119297903.0
2013-07-10,164.97,165.75,164.63,165.19,121410362.0
2013-07-11,167.11,167.61,165.18,167.44,135592163.0
2013-07-12,167.39,167.93,167.13,167.51,104212650.0
2013-07-15,167.97,168.39,167.68,168.16,69450551.0
2013-07-16,168.26,168.36,167.07,167.52,88702093.0
2013-07-17,168.16,168.48,167.73,167.95,92873880.0
2013-07-18,168.31,169.27,168.2,168.87,103620266.0
2013-07-19,168.52,169.23,168.31,169.17,103831633.0
2013-07-22,169.41,169.74,169.01,169.5,79428559.0
2013-07-23,169.8,169.83,169.05,169.14,80829656.0
2013-07-24,169.79,169.86,168.18,168.52,112913979.0
2013-07-25,168.22,169.08,167.94,168.93,111156540.0
2013-07-26,168.22,169.16,167.52,169.11,107814531.0
2013-07-29,168.68,169.06,168.11,168.59,79845115.0
2013-07-30,169.1,169.28,168.19,168.59,85216968.0
2013-07-31,168.94,169.85,168.49,168.71,142388621.0
2013-08-01,169.99,170.81,169.9,170.66,110438393.0
2013-08-02,170.28,170.97,170.05,170.95,91116603.0
2013-08-05,170.57,170.96,170.35,170.7,54072643.0
2013-08-06,170.37,170.74,169.35,169.73,87494967.0
2013-08-07,169.19,169.43,168.55,169.18,84854618.0
2013-08-08,169.98,170.18,168.93,169.8,102181229.0
2013-08-09,169.58,170.1,168.72,169.31,91856453.0
2013-08-12,168.46,169.31,168.38,169.11,68593204.0
2013-08-13,169.41,169.9,168.41,169.61,80806030.0
2013-08-14,169.53,169.8,168.7,168.74,79829169.0
2013-08-15,167.41,167.43,166.09,166.38,152931740.0
2013-08-16,166.06,166.63,165.5,165.83,130868145.0
2013-08-19,165.64,166.21,164.76,164.77,96437569.0
2013-08-20,165.04,166.2,164.86,165.58,89294374.0
2013-08-21,165.12,166.03,164.19,164.56,159530482.0
2013-08-22,164.9,166.3,164.89,166.06,101471352.0
2013-08-23,166.55,166.83,165.77,166.62,90893581.0
2013-08-26,166.79,167.3,165.89,166.0,89705051.0
2013-08-27,164.36,166.0,163.21,163.33,158621736.0
2013-08-28,163.26,164.49,163.05,163.91,108112952.0
2013-08-29,163.55,165.04,163.4,164.17,119200461.0
2013-08-30,164.51,164.53,163.17,163.65,134928918.0
2013-09-03,165.23,165.58,163.7,164.39,142375036.0
2013-09-04,164.43,166.03,164.14,165.75,97389357.0
2013-09-05,165.85,166.4,165.73,165.96,63090428.0
2013-09-06,166.51,166.98,164.48,166.04,159756439.0
2013-09-09,166.45,167.73,166.45,167.63,87559246.0
2013-09-10,168.64,168.9,168.26,168.87,105847733.0
2013-09-11,168.64,169.4,168.35,169.4,89414958.0
2013-09-12,169.34,169.56,168.72,168.95,83208998.0
2013-09-13,169.13,169.46,168.74,169.33,72727764.0
2013-09-16,171.16,171.24,170.04,170.31,126187482.0
2013-09-17,170.46,171.11,170.46,171.07,82523205.0
2013-09-18,171.01,173.52,170.58,173.05,203460601.0
2013-09-19,173.52,173.6,172.58,172.76,146616842.0
2013-09-20,172.33,172.33,170.58,170.72,132867912.0
2013-09-23,170.49,170.65,169.39,169.93,104616418.0
2013-09-24,169.9,170.53,169.21,169.53,106333010.0
2013-09-25,169.64,169.98,168.89,169.04,117306473.0
